esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
3071699,4/9/2015 21:25,26.4,328.3,-22.5,3.656,3.644,33,32,11.93,35.88
9319901,8/9/2015 21:58,26.4,328.3,-22.5,3.656,3.644,33,32,11.95,35.93
1466557,9/9/2015 21:57,26.4,328.3,-22.5,3.656,3.643,33,32,11.97,35.98
6841106,10/9/2015 15:07,26.4,328.3,-22.5,3.656,3.644,33,32,11.99,36.05
2866748,10/9/2015 18:22,26.4,328.3,-22.5,3.656,3.644,33,32,12.01,36.1
9328629,10/9/2015 21:59,26.4,328.3,-22.5,3.656,3.644,33,32,12.02,36.15
7589250,16/9/2015 15:18,26.4,328.3,-22.5,3.656,3.644,33,32,12.04,36.2
9666597,16/9/2015 16:09,26.8,328.3,-22.5,3.656,3.644,33,32,12.06,36.25
7823660,16/9/2015 21:21,26.8,328.3,-22.5,3.657,3.644,33,32,12.07,36.3
6535290,17/9/2015 15:44,26.8,328.5,-22.5,3.657,3.644,33,32,12.08,36.34
8836927,17/9/2015 21:49,26.8,328.3,-22.5,3.657,3.644,33,32,12.11,36.39
3366363,18/9/2015 15:15,26.8,328.3,-22.5,3.657,3.644,33,32,12.13,36.46
6962786,21/9/2015 22:07,26.8,328.5,-22.5,3.656,3.646,33,32,12.14,36.51
4821714,22/9/2015 15:58,26.8,328.5,-22.5,3.657,3.645,33,32,12.16,36.57
3990185,22/9/2015 21:44,26.8,328.5,-22.5,3.657,3.645,33,32,12.18,36.61
5654142,23/9/2015 15:43,26.8,328.5,-22.5,3.657,3.645,33,32,12.19,36.66
6985154,23/9/2015 21:46,26.8,328.5,-22.5,3.657,3.645,33,32,12.21,36.71
2817368,24/9/2015 15:48,27.2,328.5,-22.5,3.657,3.646,33,32,12.23,36.76
9044406,24/9/2015 21:19,27.2,328.5,-22.5,3.657,3.645,33,32,12.24,36.81
4681905,28/9/2015 15:49,27.2,328.5,-22.5,3.657,3.646,33,32,12.26,36.87
6153695,28/9/2015 18:14,27.2,328.5,-22.5,3.657,3.646,33,32,12.28,36.92
6012875,28/9/2015 20:52,27.2,328.5,-22.5,3.657,3.645,33,32,12.3,36.97
9330222,29/9/2015 21:06,27.2,328.5,-22.5,3.658,3.646,33,32,12.31,37.03
3795699,30/9/2015 14:47,27.2,328.6,-22.5,3.657,3.646,33,32,12.33,37.08
9481325,30/9/2015 21:07,27.2,328.6,-22.5,3.657,3.645,33,32,12.35,37.13
1853161,1/10/2015 16:20,27.2,328.6,-22.5,3.657,3.646,33,32,12.36,37.18
5446583,18/8/2015 14:44,27.2,328.5,-22.5,3.658,3.646,33,32,12.38,37.23
4613021,19/8/2015 20:32,27.2,328.6,-22.5,3.658,3.646,33,32,12.4,37.29
5055800,19/3/2015 18:16,27.6,328.6,-22.5,3.658,3.646,33,32,12.42,37.34
6919729,23/3/2015 18:09,27.6,328.6,-22.5,3.658,3.647,33,32,12.44,37.39
5906960,24/3/2015 18:33,27.6,328.6,-22.5,3.659,3.647,33,32,12.45,37.44
5129400,8/4/2015 16:41,27.6,328.5,-22.5,3.659,3.646,33,32,12.47,37.49
4842703,20/2/2015 22:22,27.6,328.6,-22.5,3.658,3.647,33,32,12.49,37.56
7989311,24/2/2015 21:12,27.6,328.6,-22.5,3.659,3.646,33,32,12.5,37.59
9566229,14/1/2015 16:02,27.6,328.6,-22.5,3.66,3.647,34,32,12.52,37.64
2977982,15/1/2015 16:09,27.6,328.6,-22.5,3.659,3.647,34,32,12.54,37.69
9472597,16/1/2015 19:12,27.6,328.6,-22.5,3.659,3.646,34,32,12.56,37.76
6540059,20/1/2015 16:43,27.6,328.6,-22.5,3.659,3.647,34,32,12.57,37.81
7421955,20/1/2015 17:33,28,328.6,-22.5,3.66,3.648,34,32,12.59,37.86
4789991,21/1/2015 16:37,28,328.6,-22.5,3.66,3.647,34,32,12.61,37.91
4185441,22/1/2015 16:31,28,328.6,-22.5,3.66,3.647,34,32,12.62,37.96
6133324,22/1/2015 21:20,28,328.6,-22.5,3.66,3.647,34,32,12.64,38.01
9051503,29/1/2015 20:09,28,328.8,-22.5,3.66,3.647,34,32,12.66,38.06
5324573,6/2/2015 16:04,28,328.8,-22.5,3.66,3.648,34,32,12.68,38.12
9101769,11/2/2015 17:13,28,328.8,-22.5,3.66,3.648,34,32,12.7,38.18
4322385,11/2/2015 21:53,28,328.8,-22.5,3.66,3.648,34,32,12.71,38.23
1784534,12/2/2015 15:58,28,328.8,-22.5,3.66,3.648,34,32,12.73,38.28
8053399,12/2/2015 20:44,28,328.8,-22.5,3.66,3.647,34,32,12.75,38.33
2630978,19/2/2015 17:14,28,328.8,-22.5,3.661,3.648,34,32,12.76,38.38
3673354,20/2/2015 16:34,28.4,328.8,-22.5,3.661,3.648,34,32,12.78,38.43
6048004,24/2/2015 16:56,28.4,328.8,-22.5,3.661,3.648,34,32,12.8,38.47
8630811,11/3/2015 22:38,28.4,328.8,-22.5,3.661,3.648,34,32,12.82,38.54
7093670,18/11/2014 18:26,28.4,328.8,-22.5,3.66,3.649,34,32,12.83,38.59
3730551,19/11/2014 22:10,28.4,328.8,-22.5,3.661,3.649,34,32,12.85,38.64
7080329,20/11/2014 21:48,28.4,328.8,-22.5,3.661,3.648,34,32,12.87,38.69
3829635,21/11/2014 21:31,28.4,328.9,-22.5,3.661,3.649,34,32,12.88,38.74
6139758,24/11/2014 19:31,28.4,328.8,-22.5,3.661,3.649,34,32,12.9,38.81
2654056,25/11/2014 21:42,28.4,328.8,-22.5,3.662,3.649,34,32,12.92,38.84
7390629,1/12/2014 21:40,28.4,328.9,-22.5,3.661,3.65,34,32,12.93,38.89
5669861,2/12/2014 21:08,28.8,328.9,-22.5,3.662,3.65,34,32,12.95,38.96
3025002,15/12/2014 16:05,28.8,328.9,-22.5,3.662,3.649,34,32,12.98,39
7371202,17/12/2014 21:15,28.8,328.9,-22.5,3.662,3.65,34,32,12.99,39.05
5767563,18/12/2014 16:16,28.8,328.9,-22.5,3.661,3.65,34,32,13,39.1
4312867,5/1/2015 21:02,28.8,328.9,-22.5,3.663,3.649,34,32,13.02,39.15
4568756,6/1/2015 14:17,28.8,328.9,-22.5,3.662,3.65,34,32,13.04,39.2
9866287,28/1/2015 21:44,28.8,328.9,-22.5,3.661,3.65,34,32,13.05,39.25
3892724,29/1/2015 14:12,28.8,328.9,-22.5,3.662,3.651,34,32,13.08,39.32
8362719,29/1/2015 21:20,28.8,328.9,-22.5,3.662,3.65,34,32,13.09,39.37
9502349,30/1/2015 14:33,28.8,328.9,-22.5,3.663,3.65,34,32,13.11,39.42
1233865,10/2/2015 18:47,28.8,328.9,-22.5,3.663,3.65,34,32,13.13,39.47
5756621,11/2/2015 21:40,29.2,328.9,-22.5,3.663,3.65,34,32,13.14,39.52
9310274,12/2/2015 21:47,29.2,328.9,-22.5,3.663,3.65,34,32,13.16,39.57
6607225,13/2/2015 17:06,29.2,328.9,-22.5,3.662,3.652,34,32,13.18,39.62
4253199,17/2/2015 18:21,29.2,328.9,-22.5,3.663,3.651,34,32,13.19,39.67
3834284,19/2/2015 15:10,29.2,328.9,-22.5,3.663,3.65,34,32,13.21,39.72
5387517,24/2/2015 18:48,29.2,328.9,-22.5,3.662,3.651,34,32,13.23,39.77
5528232,25/2/2015 20:30,29.2,328.9,-22.5,3.663,3.651,34,32,13.24,39.82
5285180,10/3/2015 15:20,29.2,329.1,-22.5,3.664,3.651,34,32,13.26,39.89
9855221,11/3/2015 21:35,29.2,328.9,-22.5,3.664,3.65,34,32,13.28,39.94
5770371,13/3/2015 18:41,29.2,328.9,-22.5,3.664,3.651,34,32,13.3,39.99
1471021,19/3/2015 21:10,29.6,329.1,-22.5,3.664,3.651,34,32,13.31,40.04
3536729,23/3/2015 14:21,29.6,329.1,-22.5,3.664,3.652,34,32,13.34,40.09
3830144,24/3/2015 12:51,29.6,329.1,-22.5,3.664,3.651,34,32,13.35,40.14
8007689,25/3/2015 15:09,29.6,329.1,-22.5,3.664,3.652,34,32,13.36,40.19
2142462,26/3/2015 18:12,29.6,329.1,-22.5,3.664,3.651,34,32,13.38,40.24
7591864,27/3/2015 15:15,29.6,329.1,-22.5,3.665,3.651,34,32,13.4,40.29
6082608,30/3/2015 15:54,29.6,329.1,-22.5,3.665,3.653,34,32,13.42,40.35
5151634,31/3/2015 16:47,29.6,329.1,-22.5,3.664,3.653,34,32,13.44,40.4
5006104,1/4/2015 15:29,29.6,329.1,-22.5,3.664,3.652,34,32,13.45,40.45
1644003,2/4/2015 11:30,29.6,329.1,-22.5,3.664,3.652,34,32,13.47,40.5
9959617,9/4/2015 17:18,29.6,329.2,-22.5,3.664,3.653,34,32,13.49,40.55
3783080,13/4/2015 20:07,30,329.1,-22.5,3.664,3.653,34,32,13.51,40.62
2096115,15/4/2015 14:24,30,329.1,-22.5,3.665,3.653,34,32,13.52,40.65
6841561,15/4/2015 14:57,30,329.2,-22.5,3.665,3.654,34,32,13.54,40.7
7049550,15/4/2015 19:09,30,329.1,-22.5,3.665,3.653,34,32,13.55,40.75
4275838,24/4/2015 15:06,30,329.2,-22.5,3.665,3.653,34,32,13.57,40.82
6235741,28/4/2015 20:58,30,329.2,-22.5,3.665,3.653,34,32,13.59,40.86
9577350,8/5/2015 14:41,30,329.2,-22.5,3.665,3.654,34,32,13.61,40.91
4734743,4/6/2015 16:20,30,329.2,-22.5,3.666,3.653,34,32,13.62,40.96
7776052,21/7/2015 16:04,30,329.2,-22.5,3.665,3.653,34,32,13.64,41.01
3990853,8/4/2015 21:25,30,329.2,-22.5,3.666,3.654,34,32,13.67,41.09
4459427,9/4/2015 21:26,30.4,329.2,-22.5,3.666,3.654,34,32,13.68,41.13
7635898,10/4/2015 20:58,30.4,329.2,-22.5,3.666,3.654,34,32,13.69,41.18
8969594,13/4/2015 21:14,30.4,329.2,-22.5,3.666,3.654,34,32,13.72,41.23
7197033,14/4/2015 21:20,30.4,329.2,-22.5,3.666,3.653,34,32,13.73,41.28
4884677,15/4/2015 19:42,30.4,329.2,-22.5,3.666,3.654,34,32,13.74,41.33
2147361,16/4/2015 21:13,30.4,329.2,-22.5,3.666,3.654,34,32,13.77,41.38
3770628,17/4/2015 21:10,30.4,329.2,-22.5,3.667,3.655,34,32,13.78,41.43
9801335,20/4/2015 16:18,30.4,329.2,-22.5,3.666,3.654,34,32,13.8,41.48
7641189,21/4/2015 21:18,30.4,329.2,-22.5,3.666,3.654,34,32,13.81,41.53
1771880,22/4/2015 21:14,30.4,329.2,-22.5,3.667,3.654,34,32,13.83,41.58
6289147,23/4/2015 16:16,30.4,329.4,-22.5,3.667,3.655,34,32,13.85,41.63
3952058,24/4/2015 20:57,30.8,329.4,-22.5,3.667,3.654,34,32,13.87,41.7
5767031,27/4/2015 16:06,30.8,329.4,-22.5,3.666,3.654,34,32,13.88,41.75
1974663,28/4/2015 16:11,30.8,329.4,-22.5,3.667,3.654,34,32,13.9,41.8
7943741,29/4/2015 17:47,30.8,329.4,-22.5,3.668,3.654,34,32,13.92,41.85
4147556,30/4/2015 16:35,30.8,329.4,-22.5,3.668,3.654,34,32,13.93,41.9
1509895,1/5/2015 21:17,30.8,329.4,-22.5,3.668,3.656,34,32,13.95,41.95
6432670,4/5/2015 16:40,30.8,329.4,-22.5,3.667,3.655,34,32,13.97,42
7871544,5/5/2015 21:20,30.8,329.4,-22.5,3.668,3.656,34,32,13.98,42.05
5055422,6/5/2015 16:54,30.8,329.4,-22.5,3.668,3.656,34,32,14,42.1
9982427,7/5/2015 21:09,30.8,329.6,-22.5,3.668,3.656,34,32,14.02,42.15
1092006,8/5/2015 21:17,31.2,329.4,-22.5,3.668,3.655,34,32,14.04,42.21
2735458,11/5/2015 21:14,31.2,329.6,-22.5,3.668,3.655,34,32,14.05,42.26
7627992,12/5/2015 21:11,31.2,329.4,-22.5,3.668,3.656,34,32,14.08,42.32
1718423,13/5/2015 21:19,31.2,329.6,-22.5,3.668,3.656,34,32,14.09,42.37
9192828,14/5/2015 16:12,31.2,329.6,-22.5,3.669,3.656,34,32,14.1,42.42
1572979,15/5/2015 21:20,31.2,329.4,-22.5,3.669,3.656,34,32,14.13,42.46
3487904,18/5/2015 21:08,31.2,329.6,-22.5,3.668,3.657,34,32,14.14,42.51
6763610,19/5/2015 21:07,31.2,329.4,-22.5,3.669,3.657,34,32,14.15,42.56
2012032,20/5/2015 16:14,31.2,329.6,-22.5,3.669,3.656,34,32,14.17,42.61
9373410,21/5/2015 21:17,31.2,329.6,-22.5,3.669,3.657,34,32,14.2,42.68
7529207,22/5/2015 19:09,31.2,329.6,-22.5,3.669,3.657,34,32,14.21,42.72
3669573,26/5/2015 21:20,31.6,329.6,-22.5,3.669,3.657,34,32,14.23,42.78
1986133,27/5/2015 21:17,31.6,329.6,-22.5,3.669,3.656,34,32,14.24,42.83
6948821,28/5/2015 21:18,31.6,329.6,-22.5,3.669,3.656,34,32,14.26,42.88
3614527,29/5/2015 21:13,31.6,329.6,-22.5,3.67,3.658,34,32,14.28,42.93
4136508,1/6/2015 21:18,31.6,329.6,-22.5,3.669,3.657,34,32,14.3,42.99
3086685,2/6/2015 21:12,31.6,329.6,-22.5,3.669,3.658,34,32,14.31,43.04
1646115,3/6/2015 21:09,31.6,329.6,-22.5,3.67,3.658,34,32,14.33,43.08
2774472,4/6/2015 21:11,31.6,329.6,-22.5,3.67,3.657,34,32,14.35,43.14
9846685,5/6/2015 21:20,31.6,329.6,-22.5,3.67,3.657,34,32,14.36,43.19
8226298,8/6/2015 21:13,31.6,329.7,-22.5,3.67,3.658,34,32,14.38,43.24
2451482,9/6/2015 21:14,32,329.7,-22.5,3.67,3.657,34,32,14.4,43.29
1973215,10/6/2015 21:17,32,329.7,-22.5,3.67,3.658,34,32,14.41,43.34
1279402,11/6/2015 21:16,32,329.7,-22.5,3.671,3.658,34,32,14.43,43.39
7508235,16/6/2015 20:51,32,329.7,-22.5,3.67,3.658,34,32,14.46,43.46
3413837,17/6/2015 21:15,32,329.7,-22.5,3.671,3.657,34,32,14.47,43.51
8101955,18/6/2015 21:15,32,329.7,-22.5,3.671,3.659,34,32,14.49,43.56
5102547,19/6/2015 21:12,32,329.7,-22.5,3.671,3.659,34,32,14.51,43.61
5636445,22/6/2015 21:17,32,329.7,-22.5,3.672,3.658,34,32,14.52,43.66
9979037,23/6/2015 21:22,32,329.7,-22.5,3.672,3.659,34,32,14.54,43.71
8350412,24/6/2015 21:15,32,329.7,-22.5,3.671,3.659,34,32,14.56,43.76
8738836,26/6/2015 16:18,32,329.7,-22.5,3.672,3.658,34,32,14.57,43.81
4301228,6/7/2015 15:53,32.4,329.7,-22.5,3.672,3.659,34,32,14.59,43.86
8570311,7/7/2015 16:04,32.4,329.7,-22.5,3.672,3.659,34,32,14.6,43.91
3586411,8/7/2015 15:37,32.4,329.7,-22.5,3.672,3.659,34,32,14.62,43.96
8795078,9/7/2015 16:11,32.4,329.9,-22.5,3.672,3.659,34,32,14.64,44.03
6741360,10/7/2015 16:08,32.4,329.7,-22.5,3.672,3.66,34,32,14.66,44.08
3514859,13/7/2015 21:08,32.4,329.9,-22.5,3.672,3.659,34,32,14.67,44.13
1636865,14/7/2015 21:08,32.4,329.9,-22.5,3.672,3.66,34,32,14.69,44.18
9424700,15/7/2015 16:04,32.4,329.9,-22.5,3.673,3.66,34,32,14.71,44.23
3244147,16/7/2015 16:59,32.4,329.9,-22.5,3.673,3.66,34,32,14.72,44.28
4923767,17/7/2015 20:40,32.4,329.9,-22.5,3.672,3.661,34,32,14.74,44.32
2584531,20/7/2015 16:53,32.4,329.9,-22.5,3.673,3.66,34,32,14.76,44.37
3701503,21/7/2015 13:20,32.8,329.9,-22.5,3.673,3.66,34,32,14.77,44.42
1814207,22/7/2015 14:43,32.8,329.9,-22.5,3.673,3.66,34,32,14.79,44.47
3219175,23/7/2015 14:46,32.8,329.9,-22.5,3.673,3.66,34,32,14.81,44.52
8707146,27/7/2015 14:58,32.8,329.9,-22.5,3.673,3.66,34,32,14.83,44.59
9226641,28/7/2015 15:40,32.8,329.9,-22.5,3.673,3.661,34,32,14.84,44.64
5806483,29/7/2015 15:47,32.8,329.9,-22.5,3.673,3.66,34,32,14.87,44.69
4469845,31/7/2015 15:42,32.8,329.9,-22.5,3.674,3.661,34,32,14.88,44.74
1218571,3/8/2015 21:16,32.8,329.9,-22.5,3.673,3.661,34,32,14.89,44.79
1413774,4/8/2015 15:17,32.8,329.9,-22.5,3.674,3.661,34,32,14.92,44.84
6911510,5/8/2015 15:55,32.8,330,-22.5,3.674,3.661,34,32,14.93,44.89
8312688,6/8/2015 15:32,33.2,329.9,-22.5,3.673,3.662,34,32,14.95,44.94
3300067,7/8/2015 15:53,33.2,330,-22.5,3.674,3.661,34,32,14.96,44.99
9162594,10/8/2015 15:54,33.2,330,-22.5,3.674,3.661,34,32,14.98,45.04
3257014,11/8/2015 15:25,33.2,330,-22.5,3.675,3.662,34,32,15,45.09
5075871,12/8/2015 21:30,33.2,330,-22.5,3.675,3.662,34,32,15.02,45.15
1420415,13/8/2015 21:11,33.2,330,-22.5,3.675,3.662,34,32,15.03,45.2
6782716,14/8/2015 16:02,33.2,330,-22.5,3.674,3.662,34,32,15.05,45.25
4438961,17/8/2015 17:37,33.2,330,-22.5,3.675,3.662,34,32,15.07,45.31
7004214,18/8/2015 15:22,33.2,330.2,-22.5,3.675,3.661,34,32,15.08,45.36
5954651,21/8/2015 15:22,33.2,330,-22.5,3.675,3.662,34,32,15.1,45.41
5706503,24/8/2015 15:32,33.2,330,-22.5,3.675,3.662,34,32,15.12,45.47
1131719,25/8/2015 15:48,33.6,330,-22.5,3.675,3.662,34,32,15.14,45.52
3728340,26/8/2015 15:14,33.6,330,-22.5,3.676,3.662,34,32,15.15,45.57
9998167,27/8/2015 15:42,33.6,330.2,-22.5,3.676,3.663,34,32,15.17,45.61
2407671,28/8/2015 18:24,33.6,330.2,-22.5,3.675,3.662,34,32,15.19,45.67
2253366,31/8/2015 15:50,33.6,330,-22.5,3.675,3.663,34,32,15.2,45.72
9187633,1/9/2015 16:16,33.6,330.2,-22.5,3.675,3.662,34,32,15.23,45.77
1934640,2/9/2015 15:40,33.6,330.2,-22.5,3.676,3.663,34,32,15.24,45.82
4578343,3/9/2015 15:58,33.6,330.2,-22.5,3.677,3.663,34,32,15.25,45.87
4541949,4/9/2015 16:08,33.6,330.2,-22.5,3.676,3.663,34,32,15.28,45.92
1921311,8/9/2015 15:35,33.6,330.2,-22.5,3.676,3.664,34,32,15.29,45.97
3751236,9/9/2015 17:23,34,330.2,-22.5,3.676,3.663,34,32,15.3,46.02
2920778,10/9/2015 15:59,34,330.2,-22.5,3.676,3.664,34,32,15.33,46.09
4342521,11/9/2015 16:07,34,330.2,-22.5,3.677,3.664,34,32,15.35,46.14
4429498,14/9/2015 16:00,34,330.2,-22.5,3.677,3.663,34,32,15.36,46.18
9239932,15/9/2015 16:16,34,330.3,-22.5,3.677,3.664,34,32,15.37,46.22
6198413,16/9/2015 15:52,34,330.3,-22.5,3.677,3.664,34,32,15.39,46.28
6880401,17/9/2015 15:29,34,330.3,-22.5,3.677,3.664,34,32,15.41,46.33
4830439,18/9/2015 16:13,34,330.3,-22.5,3.677,3.665,34,32,15.43,46.38
2326907,21/9/2015 15:33,34,330.2,-22.5,3.677,3.664,34,32,15.44,46.43
5577655,22/9/2015 16:11,34,330.3,-22.5,3.677,3.664,34,32,15.46,46.48
8522652,23/9/2015 16:00,34,330.3,-22.5,3.677,3.664,34,32,15.48,46.53
4469933,24/9/2015 15:57,34.4,330.3,-22.5,3.678,3.665,34,32,15.5,46.6
6991114,28/9/2015 16:19,34.4,330.3,-22.5,3.678,3.664,34,33,15.51,46.65
7817917,29/9/2015 15:34,34.4,330.3,-22.5,3.678,3.665,34,33,15.53,46.7
5045622,30/9/2015 16:07,34.4,330.3,-22.5,3.678,3.666,34,33,15.55,46.75
7614796,1/10/2015 15:13,34.4,330.3,-22.5,3.679,3.666,34,33,15.56,46.8
5357155,1/10/2015 18:02,34.4,330.3,-22.5,3.679,3.666,34,33,15.58,46.85
2323371,2/10/2015 15:46,34.4,330.3,-22.5,3.678,3.666,34,33,15.6,46.9
9014128,10/4/2015 15:09,34.4,330.3,-22.5,3.679,3.665,34,33,15.61,46.95
2401306,10/4/2015 20:04,34.4,330.5,-22.5,3.679,3.665,34,33,15.64,47
4442463,22/4/2015 15:15,34.4,330.5,-22.5,3.679,3.665,34,33,15.65,47.05
1004821,22/4/2015 19:28,34.8,330.5,-22.5,3.678,3.666,34,33,15.66,47.1
4872813,23/4/2015 18:08,34.8,330.5,-22.5,3.679,3.666,34,33,15.69,47.17
4276377,24/4/2015 15:05,34.8,330.3,-22.5,3.679,3.665,34,33,15.71,47.22
8366487,24/4/2015 19:51,34.8,330.5,-22.5,3.679,3.666,34,33,15.72,47.27
4483998,27/4/2015 21:15,34.8,330.5,-22.5,3.679,3.667,34,33,15.74,47.32
5603144,28/4/2015 15:32,34.8,330.5,-22.5,3.68,3.666,34,33,15.75,47.37
9501475,29/4/2015 16:27,34.8,330.5,-22.5,3.679,3.666,34,33,15.77,47.42
4513783,29/4/2015 18:23,34.8,330.5,-22.5,3.68,3.666,34,33,15.79,47.47
5582046,30/4/2015 16:07,34.8,330.5,-22.5,3.68,3.667,34,33,15.8,47.51
5098316,4/5/2015 15:35,34.8,330.5,-22.5,3.68,3.667,34,33,15.82,47.56
2169165,5/5/2015 15:16,34.8,330.5,-22.5,3.681,3.666,34,33,15.84,47.61
4186453,6/5/2015 15:33,35.2,330.5,-22.5,3.681,3.667,34,33,15.85,47.66
3235843,7/5/2015 15:23,35.2,330.5,-22.5,3.68,3.668,34,33,15.87,47.73
7316241,7/5/2015 18:59,35.2,330.7,-22.5,3.68,3.668,34,33,15.89,47.78
4137720,8/5/2015 15:25,35.2,330.5,-22.5,3.681,3.667,34,33,15.91,47.83
1833836,8/5/2015 18:59,35.2,330.7,-22.5,3.68,3.668,34,33,15.92,47.88
6061059,13/5/2015 16:15,35.2,330.7,-22.5,3.68,3.668,34,33,15.94,47.93
9218685,14/5/2015 16:03,35.2,330.7,-22.5,3.681,3.668,34,33,15.96,47.98
4008318,14/5/2015 20:28,35.2,330.7,-22.5,3.681,3.668,34,33,15.97,48.03
1390433,15/5/2015 19:49,35.2,330.7,-22.5,3.681,3.668,34,33,15.99,48.08
3634959,18/5/2015 17:36,35.2,330.7,-22.5,3.682,3.668,34,33,16.01,48.13
9245348,18/5/2015 20:36,35.2,330.7,-22.5,3.682,3.669,34,33,16.02,48.18
4800886,26/5/2015 15:25,35.6,330.7,-22.5,3.681,3.668,34,33,16.04,48.23
3316682,27/5/2015 15:19,35.6,330.7,-22.5,3.682,3.668,34,33,16.07,48.3
2726710,27/5/2015 20:49,35.6,330.8,-22.5,3.681,3.669,34,33,16.08,48.35
2549645,28/5/2015 14:17,35.6,330.7,-22.5,3.682,3.668,34,33,16.1,48.4
2232233,28/5/2015 20:21,35.6,330.8,-22.5,3.682,3.668,34,33,16.11,48.45
6121924,29/5/2015 15:34,35.6,330.7,-22.5,3.682,3.669,34,33,16.13,48.5
9672364,1/6/2015 15:42,35.6,330.7,-22.5,3.682,3.669,34,33,16.15,48.55
5414014,2/6/2015 19:51,35.6,330.8,-22.5,3.682,3.669,34,33,16.16,48.6
8241612,2/6/2015 22:36,35.6,330.8,-22.5,3.682,3.669,35,33,16.18,48.65
6856434,3/6/2015 16:35,35.6,330.8,-22.5,3.682,3.668,34,33,16.2,48.7
6617960,22/6/2015 15:32,36,330.8,-22.5,3.682,3.67,35,33,16.21,48.75
3493064,22/6/2015 19:43,36,330.8,-22.5,3.683,3.67,35,33,16.23,48.8
1420142,23/6/2015 14:55,36,330.8,-22.5,3.683,3.67,35,33,16.25,48.86
7232597,24/6/2015 20:51,36,330.8,-22.5,3.683,3.669,35,33,16.26,48.89
4031436,25/6/2015 17:27,36,330.8,-22.5,3.684,3.671,35,33,16.28,48.96
3890573,6/7/2015 15:00,36,330.8,-22.5,3.683,3.67,35,33,16.3,49.01
5957528,7/7/2015 15:23,36,330.8,-22.5,3.684,3.671,35,33,16.32,49.06
3610877,9/7/2015 15:44,36,330.8,-22.5,3.684,3.67,35,33,16.33,49.11
3148040,10/7/2015 15:18,36,330.8,-22.5,3.684,3.67,35,33,16.35,49.18
5129256,10/7/2015 19:37,36,330.8,-22.5,3.684,3.671,35,33,16.38,49.23
2025999,13/7/2015 19:38,36,331,-22.5,3.684,3.67,35,33,16.38,49.26
7326590,14/7/2015 15:12,36.4,330.8,-22.5,3.685,3.671,35,33,16.4,49.31
9545869,15/7/2015 14:54,36.4,331,-22.5,3.685,3.671,35,33,16.43,49.37
3022582,15/7/2015 18:32,36.4,331,-22.5,3.685,3.67,35,33,16.44,49.42
1651791,16/7/2015 17:08,36.4,331,-22.5,3.685,3.671,35,33,16.45,49.47
6848580,21/7/2015 15:08,36.4,331,-22.5,3.685,3.671,35,33,16.47,49.52
8780486,22/7/2015 20:43,36.4,331,-22.5,3.686,3.671,35,33,16.49,49.57
5918314,23/7/2015 15:23,36.4,331,-22.5,3.685,3.671,35,33,16.5,49.62
3300228,23/7/2015 19:45,36.4,331,-22.5,3.685,3.671,35,33,16.52,49.68
2028042,24/7/2015 15:18,36.4,331,-22.5,3.686,3.671,35,33,16.54,49.73
4345273,24/7/2015 19:15,36.4,331,-22.5,3.685,3.672,35,33,16.56,49.79
8822866,13/8/2015 20:20,36.8,331,-22.5,3.685,3.672,35,33,16.57,49.83
9034274,14/8/2015 15:47,36.8,331.1,-22.5,3.686,3.672,35,33,16.59,49.88
9407595,14/8/2015 19:38,36.8,331.1,-22.5,3.685,3.672,35,33,16.61,49.93
4656787,17/8/2015 15:52,36.8,331.1,-22.5,3.686,3.672,35,33,16.63,49.99
6543711,18/8/2015 15:33,36.8,331,-22.5,3.686,3.672,35,33,16.64,50.04
5346091,19/8/2015 19:22,36.8,331,-22.5,3.686,3.672,35,33,16.66,50.09
8612115,27/8/2015 20:29,36.8,331.1,-22.5,3.686,3.673,35,33,16.68,50.14
1022066,28/8/2015 17:10,36.8,331.1,-22.5,3.686,3.673,35,33,16.69,50.19
1359091,31/8/2015 15:23,36.8,331.1,-22.5,3.686,3.672,35,33,16.71,50.24
2863191,31/8/2015 19:31,36.8,331.1,-22.5,3.686,3.672,35,33,16.73,50.29
9623794,1/9/2015 15:25,36.8,331.1,-22.5,3.687,3.673,35,33,16.75,50.36
7367338,2/9/2015 15:11,37.2,331.1,-22.5,3.687,3.674,35,33,16.76,50.41
6732728,3/9/2015 20:21,37.2,331.1,-22.5,3.687,3.674,35,33,16.79,50.46
5275056,4/9/2015 13:43,37.2,331.1,-22.5,3.687,3.673,35,33,16.8,50.51
5098049,4/9/2015 17:50,37.2,331.1,-22.5,3.687,3.673,35,33,16.81,50.56
1759878,4/9/2015 18:15,37.2,331.3,-22.5,3.688,3.673,35,33,16.83,50.61
2721803,8/9/2015 15:35,37.2,331.3,-22.5,3.687,3.673,35,33,16.85,50.66
3796312,10/9/2015 15:09,37.2,331.3,-22.5,3.688,3.674,35,33,16.86,50.7
2561734,10/9/2015 19:32,37.2,331.1,-22.5,3.688,3.674,35,33,16.88,50.75
8362530,11/9/2015 13:11,37.2,331.3,-22.5,3.689,3.674,35,33,16.9,50.8
6965708,11/9/2015 15:37,37.2,331.3,-22.5,3.689,3.674,35,33,16.91,50.85
3817883,18/9/2015 15:31,37.2,331.3,-22.5,3.688,3.675,35,33,16.94,50.93
6547511,22/9/2015 14:33,37.6,331.3,-22.5,3.688,3.674,35,33,16.95,50.97
